,Speaker,Topic,Token
3087,Anisa,Experiences,thing
3088,Anisa,Experiences,self
3089,Anisa,Experiences,harm
3090,Anisa,Experiences,phase
3091,Anisa,Experiences,problem
3092,Anisa,Experiences,sometim
3093,Anisa,Experiences,self
3094,Anisa,Experiences,harm
3095,Anisa,Experiences,peopl
3096,Anisa,Experiences,cri
3097,Anisa,Experiences,help
3098,Anisa,Experiences,think
3099,Anisa,Experiences,mistak
3100,Anisa,Experiences,cri
3101,Anisa,Experiences,help
3102,Anisa,Experiences,sometim
3103,Anisa,Experiences,cri
3104,Anisa,Experiences,help
3105,Anisa,Experiences,peopl
3106,Anisa,Experiences,around
3107,Anisa,Experiences,intern
3108,Anisa,Experiences,cri
3109,Anisa,Experiences,help
3110,Anisa,Experiences,self
3111,Anisa,Experiences,harm
3112,Anisa,Experiences,scream
3113,Anisa,Experiences,someth
3114,Anisa,Experiences,wrong
3115,Anisa,Experiences,form
3116,Anisa,Experiences,control
3117,Anisa,Experiences,physic
3118,Anisa,Experiences,control
3119,Anisa,Experiences,peopl
3120,Anisa,Experiences,hey
3121,Anisa,Experiences,look
